fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality (low/med/high)
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
7.499057896,0.343111261,0.34027311,4.253967076,0.032839474,27,94.08931443,0.989913709,3.21253672,0.554908238,12.60341003,8,high
7.213977311,0.251441082,0.316677092,4.257605951,0.033226987,27,94.0280814,0.991736674,3.227247213,0.515546987,12.36120235,8,high
7.214773274,0.38978924,0.295224661,4.16035462,0.033800178,27,94.98349411,0.98884531,3.218850692,0.343877301,12.93080928,8,high
7.086395661,0.331833403,0.350915814,1.419525337,0.033098957,27,94.38345489,0.991638812,3.222415269,0.454489205,12.89159395,8,high
6.901074903,0.225628356,0.295339438,1.463706474,0.033491704,27,93.38982153,0.991087268,3.223499421,0.370585589,12.48066744,8,high
7.11404617,0.350743743,0.278534125,4.34034558,0.032709227,27,94.16257884,0.989395555,3.2196008,0.410802087,12.38186046,8,high
7.116463066,0.269730109,0.317087112,1.6033913,0.031553598,27,93.62072632,0.989160281,3.219175955,0.539820118,12.42414465,8,high
6.63340369,0.213115537,0.330704937,3.037529931,0.031752245,27,94.56815145,0.989136598,3.226741816,0.405996294,12.9561795,8,high
7.694881789,0.33249444,0.317844203,3.201819283,0.032706068,27,94.22500753,0.990710172,3.218935318,0.451442959,12.9052687,8,high
6.946050972,0.277112333,0.287171657,2.327192673,0.031791051,27,94.31123859,0.989543155,3.225000989,0.549938569,12.96469211,8,high
7.532856961,0.370765957,0.291194461,1.311848626,0.032704258,27,93.0466225,0.99134138,3.220797371,0.472629875,12.66999753,8,high
6.635887718,0.336495398,0.333450288,3.496918046,0.032549098,27,94.75582117,0.991479762,3.223252058,0.390536716,12.87579027,8,high
7.178912557,0.323139763,0.300294645,4.461962171,0.031233128,27,94.78427809,0.990179311,3.226994765,0.552933959,12.48995642,8,high
7.356382311,0.212417628,0.334194981,2.877316514,0.031467296,27,93.51061532,0.991104374,3.225894171,0.456725255,13.10771353,8,high
6.689220945,0.375145553,0.339973387,2.822358835,0.032927564,27,93.94802524,0.990723275,3.219800601,0.429049467,12.62650645,8,high
7.098659904,0.361258984,0.353833303,1.293828552,0.032658586,27,94.77516924,0.990611993,3.22035313,0.416072844,12.46541245,8,high
7.687398157,0.31458767,0.297625946,2.786667777,0.033983639,27,94.27564721,0.990655377,3.221226765,0.437743695,12.98433019,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,high
6.053860288,0.32029619,0.272191877,4.451961512,0.028707895,20.12890735,103.6339716,0.989277652,3.010440638,0.588064193,13.20113668,8,high
5.846528953,0.385229234,0.274813656,4.449713971,0.027803697,20.96614819,103.5421221,0.989002015,3.18696656,0.52980954,13.12040078,8,high
5.847107836,0.287232622,0.27719726,4.50978097,0.026466252,20.14337919,104.9752412,0.989439197,3.086208301,0.275738405,13.31026976,8,high
5.753742299,0.328284673,0.271009354,6.202646115,0.028102434,20.3016653,104.0751823,0.989016812,3.128983224,0.439444024,13.29719798,8,high
5.618963566,0.403513248,0.277184507,6.175357766,0.027186025,20.9021587,102.5847323,0.989100207,3.141993056,0.315266672,13.16022248,8,high
5.77385176,0.314889849,0.279051764,4.398610083,0.029011803,20.77767573,103.7438683,0.989355999,3.095209598,0.374787088,13.12728682,8,high
5.775609503,0.372274506,0.274768099,6.089081844,0.031708271,20.40520838,102.9310895,0.989391573,3.090111461,0.565733774,13.14138155,8,high
5.424293593,0.412376494,0.273255007,5.203290337,0.031244762,20.05915399,104.3522272,0.989395154,3.180901791,0.367674515,13.3187265,8,high
6.196277665,0.327816438,0.274683977,5.101817502,0.029019174,21.92577927,103.8375113,0.989157225,3.087223818,0.434935579,13.30175623,8,high
5.651673434,0.367045431,0.278092038,5.642028055,0.031154214,20.03373979,103.9668579,0.989333681,3.160011863,0.580709082,13.32156404,8,high
6.078441426,0.300707447,0.27764506,6.269152319,0.029023398,20.55665905,102.0699337,0.989061784,3.10956845,0.466292216,13.22333251,8,high
5.426100159,0.324982427,0.272949968,4.919550619,0.029385437,21.17558501,104.6337318,0.989040861,3.139024695,0.34479434,13.29193009,8,high
5.821027314,0.334442668,0.276633928,4.323493953,0.032456036,20.6483339,104.6764171,0.989237492,3.183937178,0.58514226,13.16331881,8,high
5.950096226,0.412870847,0.272867224,5.302245683,0.031909643,21.94986604,102.765923,0.98909762,3.170730055,0.442753378,13.36923784,8,high
5.46488796,0.297605233,0.272225179,5.336190131,0.028502351,21.9457745,103.4220379,0.989155244,3.097607212,0.401793211,13.20883548,8,high
5.762661748,0.307441553,0.270685189,6.280282365,0.029129967,20.26452943,104.6627539,0.98917207,3.104237557,0.382587809,13.15513748,8,high
6.190835023,0.3405004,0.27693045,5.358234609,0.026038175,20.35644235,103.9134708,0.98916551,3.114721186,0.414660669,13.32811006,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,high
6.945197608,0.470740897,0.33630252,6.194071412,0.033642106,6.935546325,78.27671393,0.992038198,3.07492656,0.495788989,12.12916552,8,high
6.867448357,0.375251127,0.367763878,6.192680078,0.032092052,6.516925905,78.42979651,0.991186228,3.045505573,0.491065638,12.42519713,8,high
6.867665438,0.519363791,0.396367118,6.22986441,0.029799289,6.928310404,76.04126472,0.992537518,3.062298616,0.470465276,11.72901088,8,high
6.832653362,0.458993128,0.322112248,7.277828547,0.032604172,6.849167351,77.54136278,0.991231964,3.055169463,0.483738705,11.77694073,8,high
6.782111337,0.348362871,0.396214083,7.26093576,0.031033185,6.548920651,80.02544617,0.99148973,3.053001157,0.473670271,12.27918424,8,high
6.84019441,0.478691398,0.418621167,6.161044337,0.03416309,6.611162134,78.09355291,0.992280359,3.0607984,0.47849625,12.39994833,8,high
6.840853564,0.394302197,0.367217185,7.207526856,0.038785607,6.797395812,79.44818421,0.992390316,3.06164809,0.493978414,12.34826765,8,high
6.709110097,0.335328685,0.349060083,6.659179732,0.03799102,6.970423006,77.07962138,0.992401384,3.046516368,0.477919555,11.69800283,8,high
6.998604124,0.459681708,0.366207729,6.596363215,0.034175727,6.037110366,77.93748117,0.991665968,3.062129364,0.483373155,11.76022715,8,high
6.794377538,0.401992013,0.407104458,6.930779272,0.037835795,6.983130107,77.72190353,0.992211378,3.049998023,0.495192628,11.68759853,8,high
6.954415535,0.499547872,0.401740718,7.318999055,0.034182968,6.721670474,80.88344375,0.99137097,3.058405258,0.485915585,12.0477808,8,high
6.70978756,0.463849373,0.345399616,6.483531335,0.034803606,6.412207493,76.61044708,0.991306297,3.053495884,0.476064406,11.79625633,8,high
6.857885243,0.449937253,0.38960714,6.114543876,0.04006749,6.675833048,76.53930478,0.991914068,3.04601047,0.495552075,12.26783105,8,high
6.906286085,0.334601696,0.344406692,6.720437804,0.039130816,6.02506698,79.7234617,0.991481736,3.048211658,0.484007031,11.51279457,8,high
6.724332985,0.504109951,0.336702151,6.741451034,0.033289744,6.027112752,78.62993691,0.991659844,3.060398798,0.480685936,12.10093656,8,high
6.835998156,0.489644775,0.318222262,7.325889083,0.034365658,6.867735286,76.56207689,0.991711852,3.05929374,0.479128741,12.29782923,8,high
6.996563134,0.441028823,0.393165405,6.755097615,0.029065443,6.821778825,77.81088199,0.991691576,3.057546469,0.481729243,11.66359644,8,high
6.10866268,0.218666723,0.43054622,13.16251101,0.037452631,49,129.0893144,0.994796142,3.291949202,0.443155954,10.83143887,8,high
5.979080596,0.184290406,0.383354184,13.1645445,0.037969316,49,129.0280814,0.995197069,3.0712918,0.424262554,10.9659987,8,high
5.979442397,0.236170965,0.340449323,13.11019817,0.03873357,49,129.9834941,0.994561168,3.197239623,0.341861104,10.6495504,8,high
5.921088937,0.214437526,0.451831629,11.57855828,0.037798609,49,129.3834549,0.995175546,3.14377097,0.394954818,10.6713367,8,high
5.836852229,0.174610634,0.340678875,11.60324774,0.038322272,49,128.3898215,0.995054244,3.127508681,0.354681083,10.8996292,8,high
5.93365735,0.221528903,0.30706825,13.21078135,0.03727897,49,129.1625788,0.994682184,3.185988003,0.373985002,10.95452197,8,high
5.934755939,0.191148791,0.384174223,11.6813069,0.035738131,49,128.6207263,0.99463044,3.192360673,0.435913656,10.93103075,8,high
5.715183495,0.169918327,0.411409875,12.48273731,0.036002993,49,129.5681514,0.994625231,3.078872761,0.371678221,10.63545583,8,high
6.197673541,0.214685415,0.385688407,12.57454607,0.037274758,49,129.2250075,0.994971309,3.195970228,0.39349262,10.66373961,8,high
5.857295897,0.193917125,0.324343314,12.08578414,0.036054735,49,129.3112386,0.994714646,3.104985171,0.440770513,10.63072661,8,high
6.124025892,0.229037234,0.332388923,11.518386,0.037272344,49,128.0466225,0.995110132,3.168039437,0.40366234,10.79444582,8,high
5.716312599,0.216185774,0.416900576,12.7394542,0.037065465,49,129.7558212,0.995140566,3.131219131,0.364257624,10.68011651,8,high
5.963142071,0.211177411,0.35058929,13.27874357,0.035310837,49,129.7842781,0.994854556,3.075078527,0.4422083,10.89446866,8,high
6.043810141,0.169656611,0.418389963,12.39320629,0.035623061,49,128.5106153,0.995058007,3.091587432,0.396028122,10.55127026,8,high
5.740554975,0.230679582,0.429946773,12.36249464,0.037570085,49,128.9480252,0.994974191,3.182990986,0.382743744,10.81860753,8,high
5.926663593,0.225472119,0.457666607,11.50831596,0.037211447,49,129.7751692,0.994949717,3.174703053,0.376514965,10.9081042,8,high
6.19427189,0.207970376,0.345251892,12.34254964,0.038978186,49,129.2756472,0.994959258,3.161598518,0.386916974,10.61981656,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
7.451976079,0.412074174,0.50054622,8.575675864,0.029481579,53.7421853,152.8213711,0.990844778,3.095367198,0.262633034,12.76742445,8,high
6.674483574,0.350960721,0.453354184,8.578993661,0.028319039,52.06770362,152.9438372,0.992686537,3.242472134,0.276803085,12.71360052,8,high
6.676654384,0.443192827,0.410449323,8.49032333,0.026599467,53.71324161,151.0330118,0.989765365,3.158506918,0.338604172,12.84017984,8,high
6.32653362,0.404555602,0.521831629,5.991331925,0.028703129,53.3966694,152.2330902,0.992587666,3.194152686,0.298783886,12.83146532,8,high
5.821113373,0.333752237,0.410678875,6.031614726,0.027524889,52.1956826,154.2203569,0.992030436,3.204994213,0.328989188,12.74014832,8,high
6.401944101,0.417162495,0.37706825,8.654432735,0.029872318,52.44464854,152.6748423,0.990321282,3.166007998,0.314511249,12.71819121,8,high
6.408535635,0.363153406,0.454174223,6.15897442,0.033339205,53.18958325,153.7585474,0.990083583,3.161759551,0.268064758,12.7275877,8,high
5.091100972,0.325410358,0.481409875,7.466571407,0.032743265,53.88169202,151.8636971,0.990059656,3.237418159,0.316241334,12.84581767,8,high
7.986041244,0.404996293,0.455688407,7.61636464,0.029881795,50.14844146,152.5499849,0.991649452,3.159353181,0.299880535,12.83450415,8,high
5.943775379,0.368074888,0.394343314,6.818910966,0.032626846,53.93252043,152.3775228,0.990470404,3.220009886,0.264422115,12.84770936,8,high
7.544155349,0.430510638,0.402388923,5.893156101,0.029887226,52.8866819,154.906755,0.992287167,3.177973708,0.292253245,12.78222167,8,high
5.097875595,0.407663599,0.486900576,7.885425277,0.030352705,51.64882997,151.4883577,0.992426976,3.202520579,0.321806782,12.82795339,8,high
6.578852428,0.398759842,0.42058929,8.76531845,0.034300617,52.70333219,151.4314438,0.991113119,3.239947649,0.263343775,12.74221254,8,high
7.062860847,0.324945085,0.488389963,7.320494468,0.033598112,50.10026792,153.9787694,0.992047718,3.228941712,0.297978908,12.8794919,8,high
5.24332985,0.433430369,0.499946773,7.270385997,0.029217308,50.10845101,153.1039495,0.99166269,3.16800601,0.307942192,12.77255699,8,high
6.359981556,0.424172656,0.527666607,5.876726033,0.030024243,53.47094114,151.4496615,0.991550261,3.173531298,0.312613776,12.73675832,8,high
7.965631337,0.393058447,0.415251892,7.237844149,0.026049082,53.2871153,152.4487056,0.991594092,3.182267655,0.30481227,12.85207337,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,high
